name	taxonomy_id	taxonomy_lvl	119_S24.F.bracken_num	119_S24.F.bracken_frac	120_S25.F.bracken_num	120_S25.F.bracken_frac	140_S26.F.bracken_num	140_S26.F.bracken_frac	147_S27.F.bracken_num	147_S27.F.bracken_frac	177_S28.F.bracken_num	177_S28.F.bracken_frac	178_S29.F.bracken_num	178_S29.F.bracken_frac	179_S31.F.bracken_num	179_S31.F.bracken_frac	209_S30.F.bracken_num	209_S30.F.bracken_frac	214_S32.F.bracken_num	214_S32.F.bracken_frac	82_S21.F.bracken_num	82_S21.F.bracken_frac	88_S22.F.bracken_num	88_S22.F.bracken_frac	99_S23.F.bracken_num	99_S23.F.bracken_frac	BLB_S18.F.bracken_num	BLB_S18.F.bracken_frac	BLB_WG4.F.bracken_num	BLB_WG4.F.bracken_frac	BLR_S17.F.bracken_num	BLR_S17.F.bracken_frac	BLR_WG4.F.bracken_num	BLR_WG4.F.bracken_frac	BLS_S16.F.bracken_num	BLS_S16.F.bracken_frac	DC06_S1.F.bracken_num	DC06_S1.F.bracken_frac	DC10_S2.F.bracken_num	DC10_S2.F.bracken_frac	DC11_S3.F.bracken_num	DC11_S3.F.bracken_frac	DC17_S4.F.bracken_num	DC17_S4.F.bracken_frac	DM13_S9.F.bracken_num	DM13_S9.F.bracken_frac	DM14_S10.F.bracken_num	DM14_S10.F.bracken_frac	DM15_S11.F.bracken_num	DM15_S11.F.bracken_frac	DM16_S12.F.bracken_num	DM16_S12.F.bracken_frac	GG01_S14.F.bracken_num	GG01_S14.F.bracken_frac	GH01_S13.F.bracken_num	GH01_S13.F.bracken_frac	GN13_S5.F.bracken_num	GN13_S5.F.bracken_frac	GN15_S6.F.bracken_num	GN15_S6.F.bracken_frac	GN18_S7.F.bracken_num	GN18_S7.F.bracken_frac	GN19_S8.F.bracken_num	GN19_S8.F.bracken_frac	NEG_S33.F.bracken_num	NEG_S33.F.bracken_frac	OC01_S15.F.bracken_num	OC01_S15.F.bracken_frac
Coniopterygidae	279441	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Portulacaceae	3581	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	146	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thelephoraceae	56488	F	0	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Musophagidae	56302	F	102	0.00002	85	0.00001	87	0.00001	122	0.00001	237	0.00002	193	0.00002	179	0.00002	198	0.00002	121	0.00001	89	0.00001	96	0.00001	90	0.00002	119	0.00001	94	0.00001	100	0.00002	43	0.00000	32	0.00000	148	0.00001	51	0.00000	78	0.00001	85	0.00001	87	0.00002	89	0.00001	127	0.00001	64	0.00001	55	0.00001	142	0.00001	148	0.00002	63	0.00001	82	0.00001	36	0.00000	0	0.00000	132	0.00002
Coleofasciculaceae	1892251	F	78	0.00001	54	0.00001	113	0.00001	99	0.00001	50	0.00000	32	0.00000	31	0.00000	81	0.00001	62	0.00001	86	0.00001	52	0.00001	42	0.00001	110	0.00001	87	0.00001	36	0.00001	50	0.00001	42	0.00000	156	0.00001	42	0.00000	207	0.00002	196	0.00002	84	0.00002	274	0.00003	297	0.00003	174	0.00002	34	0.00000	55	0.00000	43	0.00001	34	0.00000	161	0.00001	220	0.00002	0	0.00000	63	0.00001
Borreliaceae	1643685	F	167	0.00003	163	0.00002	292	0.00003	367	0.00003	341	0.00003	308	0.00003	329	0.00003	340	0.00003	318	0.00004	231	0.00002	338	0.00003	157	0.00003	386	0.00004	2037	0.00021	297	0.00005	1825	0.00019	1818	0.00017	937	0.00008	461	0.00004	946	0.00008	677	0.00006	281	0.00005	1254	0.00013	611	0.00007	625	0.00007	1462	0.00021	360	0.00003	260	0.00003	1040	0.00010	1079	0.00010	515	0.00005	0	0.00000	242	0.00003
Petromyzontidae	7746	F	1362	0.00021	1610	0.00024	1691	0.00017	1753	0.00016	1997	0.00018	1888	0.00019	1817	0.00019	2340	0.00023	1693	0.00020	1487	0.00016	927	0.00009	976	0.00018	1572	0.00017	461	0.00005	938	0.00016	988	0.00010	660	0.00006	2167	0.00019	659	0.00006	1470	0.00012	1620	0.00015	1102	0.00020	807	0.00008	873	0.00010	941	0.00010	772	0.00011	1936	0.00016	1810	0.00024	1088	0.00011	1288	0.00012	1220	0.00013	0	0.00000	1321	0.00017
Sphaerobacteraceae	85002	F	0	0.00000	10	0.00000	0	0.00000	0	0.00000	14	0.00000	11	0.00000	14	0.00000	15	0.00000	0	0.00000	24	0.00000	71	0.00001	17	0.00000	32	0.00000	45	0.00000	16	0.00000	18	0.00000	0	0.00000	66	0.00001	33	0.00000	221	0.00002	123	0.00001	96	0.00002	144	0.00001	66	0.00001	216	0.00002	84	0.00001	91	0.00001	27	0.00000	40	0.00000	226	0.00002	278	0.00003	0	0.00000	17	0.00000
Holothuriidae	7683	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00000	0	0.00000	103	0.00001	36	0.00000	0	0.00000	137	0.00001	27	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chloropidae	29032	F	0	0.00000	0	0.00000	0	0.00000	93	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cryptobranchidae	30365	F	0	0.00000	0	0.00000	19	0.00000	40	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	57	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Herpesviridae	10292	F	101	0.00002	92	0.00001	147	0.00001	260	0.00002	144	0.00001	120	0.00001	106	0.00001	124	0.00001	142	0.00002	146	0.00002	297	0.00003	99	0.00002	140	0.00002	127	0.00001	165	0.00003	194	0.00002	99	0.00001	222	0.00002	91	0.00001	248	0.00002	241	0.00002	167	0.00003	189	0.00002	196	0.00002	168	0.00002	108	0.00002	100	0.00001	118	0.00002	278	0.00003	208	0.00002	209	0.00002	0	0.00000	148	0.00002
Diaspididae	30080	F	0	0.00000	0	0.00000	13	0.00000	15	0.00000	15	0.00000	15	0.00000	0	0.00000	16	0.00000	12	0.00000	11	0.00000	21	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	73	0.00001	23	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Rhinolophidae	58055	F	1772	0.00028	1646	0.00025	1469	0.00015	1689	0.00015	3970	0.00036	3539	0.00035	3687	0.00039	3423	0.00034	4042	0.00047	1979	0.00021	1271	0.00012	1041	0.00019	1499	0.00017	949	0.00010	1035	0.00018	854	0.00009	933	0.00009	1513	0.00013	546	0.00005	1258	0.00010	1351	0.00013	943	0.00017	727	0.00008	892	0.00010	880	0.00009	1094	0.00016	1520	0.00013	1424	0.00019	1480	0.00015	1176	0.00011	666	0.00007	0	0.00000	1096	0.00015
Pinnidae	44599	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1401	0.00012	0	0.00000	0	0.00000	0	0.00000	639	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Herpelidae	1277736	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Turridae	128512	F	21	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1064	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	285	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Menoponidae	50630	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gregarinidae	35088	F	17	0.00000	20	0.00000	31	0.00000	30	0.00000	53	0.00000	29	0.00000	27	0.00000	40	0.00000	148	0.00002	1129	0.00012	39	0.00000	124	0.00002	40	0.00000	33	0.00000	37	0.00001	36	0.00000	43	0.00000	57	0.00000	28	0.00000	38	0.00000	40	0.00000	39	0.00001	45	0.00000	36	0.00000	46	0.00000	52	0.00001	22	0.00000	43	0.00001	26	0.00000	52	0.00000	76	0.00001	0	0.00000	83	0.00001
Salasmaviridae	2842328	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Scathophagidae	43756	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	776	0.00008	0	0.00000	135	0.00001	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bignoniaceae	24079	F	212	0.00003	0	0.00000	557	0.00006	553	0.00005	30	0.00000	169	0.00002	112	0.00001	1241	0.00012	55	0.00001	8791	0.00095	6311	0.00061	170	0.00003	98	0.00001	245	0.00003	109	0.00002	193	0.00002	149	0.00001	245	0.00002	0	0.00000	511	0.00004	157	0.00001	100	0.00002	131	0.00001	104	0.00001	368	0.00004	71302	0.01016	377	0.00003	59	0.00001	79	0.00001	862	0.00008	99	0.00001	0	0.00000	376	0.00005
Wenzhouxiangellaceae	1676141	F	10	0.00000	12	0.00000	23	0.00000	66	0.00001	102	0.00001	51	0.00001	29	0.00000	23	0.00000	19	0.00000	23	0.00000	29	0.00000	43	0.00001	484	0.00005	185	0.00002	147	0.00003	179	0.00002	48	0.00000	191	0.00002	429	0.00004	251	0.00002	200	0.00002	182	0.00003	487	0.00005	159	0.00002	236	0.00003	189	0.00003	133	0.00001	45	0.00001	101	0.00001	242	0.00002	441	0.00005	0	0.00000	17	0.00000
Acidiferrobacteraceae	1692041	F	46	0.00001	43	0.00001	22	0.00000	46	0.00000	371	0.00003	42	0.00000	32	0.00000	65	0.00001	38	0.00000	29	0.00000	228	0.00002	76	0.00001	163	0.00002	84	0.00001	98	0.00002	619	0.00006	32	0.00000	215	0.00002	203	0.00002	518	0.00004	449	0.00004	170	0.00003	348	0.00004	218	0.00003	403	0.00004	119	0.00002	205	0.00002	53	0.00001	150	0.00001	297	0.00003	337	0.00004	0	0.00000	43	0.00001
Dermatophilaceae	85018	F	24	0.00000	21	0.00000	46	0.00000	88	0.00001	52	0.00000	87	0.00001	54	0.00001	73	0.00001	44	0.00001	36	0.00000	42	0.00000	64	0.00001	275	0.00003	438	0.00005	167	0.00003	204	0.00002	191	0.00002	784	0.00007	182	0.00002	1808	0.00015	1421	0.00013	714	0.00013	1884	0.00019	1181	0.00014	2155	0.00023	765	0.00011	522	0.00004	67	0.00001	702	0.00007	3132	0.00028	3812	0.00041	0	0.00000	40	0.00001
Muraenidae	46660	F	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leiothrichidae	1673678	F	0	0.00000	0	0.00000	18	0.00000	19	0.00000	12	0.00000	12	0.00000	19	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	10	0.00000	15	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Benthesicymidae	111525	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	12	0.00000	0	0.00000	43	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chalcididae	92425	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	173	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nanohalobiaceae	2856054	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12026	0.00108	0	0.00000	0	0.00000	0	0.00000	67	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23784	0.00220	128	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paludibacteraceae	2005523	F	59	0.00001	54	0.00001	30	0.00000	34	0.00000	20	0.00000	19	0.00000	19	0.00000	16	0.00000	26	0.00000	0	0.00000	31	0.00000	0	0.00000	141	0.00002	5064	0.00052	447	0.00008	1447	0.00015	5644	0.00052	9803	0.00085	1371	0.00012	29707	0.00239	2548	0.00024	525	0.00010	4137	0.00043	7195	0.00084	10835	0.00115	3323	0.00047	407	0.00003	759	0.00010	198	0.00002	207	0.00002	149	0.00002	0	0.00000	14	0.00000
Trochilidae	9242	F	1272	0.00020	1014	0.00015	879	0.00009	1095	0.00010	809	0.00007	627	0.00006	638	0.00007	844	0.00008	612	0.00007	605	0.00007	440	0.00004	373	0.00007	684	0.00008	616	0.00006	489	0.00008	1070	0.00011	1485	0.00014	758	0.00007	276	0.00002	830	0.00007	555	0.00005	401	0.00007	452	0.00005	489	0.00006	340	0.00004	232	0.00003	653	0.00005	624	0.00008	388	0.00004	555	0.00005	225	0.00002	0	0.00000	478	0.00006
Elephantidae	9780	F	624	0.00010	639	0.00010	1282	0.00013	1581	0.00014	1111	0.00010	890	0.00009	944	0.00010	1334	0.00013	1662	0.00019	1629	0.00018	848	0.00008	715	0.00013	926	0.00010	420	0.00004	592	0.00010	363	0.00004	459	0.00004	1134	0.00010	327	0.00003	955	0.00008	868	0.00008	553	0.00010	566	0.00006	454	0.00005	534	0.00006	432	0.00006	877	0.00007	977	0.00013	586	0.00006	775	0.00007	331	0.00004	0	0.00000	5410	0.00072
Trombiculidae	92251	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aplosporellaceae	1450293	F	456	0.00007	489	0.00007	138	0.00001	137	0.00001	273	0.00002	277	0.00003	263	0.00003	177	0.00002	155	0.00002	126	0.00001	82	0.00001	117	0.00002	434	0.00005	233	0.00002	270	0.00005	117	0.00001	183	0.00002	150	0.00001	64	0.00001	197	0.00002	129	0.00001	107	0.00002	120	0.00001	198	0.00002	117	0.00001	68	0.00001	140	0.00001	144	0.00002	87	0.00001	519	0.00005	147	0.00002	0	0.00000	140	0.00002
Thaumastocoridae	236449	F	0	0.00000	0	0.00000	17	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phalangeridae	9335	F	550	0.00009	516	0.00008	816	0.00008	928	0.00008	1033	0.00009	817	0.00008	789	0.00008	996	0.00010	781	0.00009	815	0.00009	540	0.00005	692	0.00013	1167	0.00013	572	0.00006	826	0.00014	691	0.00007	745	0.00007	615	0.00005	278	0.00002	421	0.00003	529	0.00005	408	0.00007	473	0.00005	274	0.00003	344	0.00004	324	0.00005	661	0.00006	715	0.00010	349	0.00003	470	0.00004	243	0.00003	0	0.00000	759	0.00010
Puniceicoccaceae	415002	F	46	0.00001	38	0.00001	20	0.00000	23	0.00000	113	0.00001	29	0.00000	29	0.00000	59	0.00001	34	0.00000	31	0.00000	80	0.00001	24	0.00000	231	0.00003	479	0.00005	168	0.00003	43	0.00000	61	0.00001	272	0.00002	130	0.00001	802	0.00006	439	0.00004	298	0.00005	676	0.00007	262	0.00003	415	0.00004	103	0.00001	321	0.00003	25	0.00000	106	0.00001	695	0.00006	679	0.00007	0	0.00000	618	0.00008
Dissulfurispiraceae	2811505	F	0	0.00000	0	0.00000	15	0.00000	19	0.00000	592	0.00005	13	0.00000	0	0.00000	11	0.00000	44	0.00001	17	0.00000	583	0.00006	14	0.00000	703	0.00008	119	0.00001	45	0.00001	132	0.00001	141	0.00001	1797	0.00016	12	0.00000	2632	0.00021	38	0.00000	18	0.00000	158	0.00002	49	0.00001	59	0.00001	14	0.00000	76	0.00001	486	0.00007	134	0.00001	1735	0.00016	84	0.00001	0	0.00000	0	0.00000
Chanidae	29142	F	53070	0.00829	55586	0.00830	64514	0.00653	71587	0.00651	88297	0.00795	75462	0.00750	75962	0.00807	94398	0.00946	70152	0.00815	59552	0.00641	36670	0.00356	72606	0.01329	46096	0.00511	20309	0.00210	29405	0.00502	27496	0.00281	26701	0.00247	48949	0.00423	15057	0.00134	22964	0.00184	34091	0.00321	24911	0.00451	12267	0.00127	14650	0.00171	14161	0.00151	18058	0.00257	47516	0.00399	50238	0.00674	23546	0.00232	29310	0.00266	12094	0.00129	0	0.00000	39509	0.00523
Paeoniaceae	24943	F	0	0.00000	0	0.00000	0	0.00000	127	0.00001	537	0.00005	479	0.00005	577	0.00006	122	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	234	0.00002	0	0.00000	0	0.00000	0	0.00000	51	0.00000	0	0.00000	73	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	131	0.00001	0	0.00000	0	0.00000	163	0.00001	86	0.00001	0	0.00000	0	0.00000
Veliidae	95677	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	143	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Theaceae	27065	F	1460	0.00023	1601	0.00024	884	0.00009	1054	0.00010	1498	0.00013	1081	0.00011	1271	0.00014	1617	0.00016	1185	0.00014	1240	0.00013	1247	0.00012	1052	0.00019	1325	0.00015	2261	0.00023	1029	0.00018	878	0.00009	1247	0.00012	1225	0.00011	555	0.00005	1065	0.00009	873	0.00008	734	0.00013	1663	0.00017	888	0.00010	1354	0.00014	559	0.00008	982	0.00008	1101	0.00015	1246	0.00012	1895	0.00017	664	0.00007	0	0.00000	977	0.00013
Tachyglossidae	9259	F	593	0.00009	718	0.00011	670	0.00007	808	0.00007	1095	0.00010	999	0.00010	930	0.00010	820	0.00008	792	0.00009	702	0.00008	390	0.00004	334	0.00006	496	0.00005	366	0.00004	321	0.00005	407	0.00004	1188	0.00011	711	0.00006	274	0.00002	462	0.00004	563	0.00005	400	0.00007	285	0.00003	253	0.00003	367	0.00004	373	0.00005	761	0.00006	783	0.00011	376	0.00004	482	0.00004	354	0.00004	0	0.00000	622	0.00008
Adintoviridae	2597805	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shewanellaceae	267890	F	1625	0.00025	1503	0.00022	853	0.00009	1054	0.00010	1669	0.00015	2200	0.00022	1432	0.00015	2310	0.00023	1632	0.00019	816	0.00009	1008	0.00010	1062	0.00019	3576	0.00040	9339	0.00096	124077	0.02117	4253	0.00043	8208	0.00076	33945	0.00293	13796	0.00123	10037	0.00081	221384	0.02083	6060	0.00110	12146	0.00126	14886	0.00174	11358	0.00121	92359	0.01316	3073	0.00026	1187	0.00016	3076	0.00030	6102	0.00055	4870	0.00052	0	0.00000	2031	0.00027
Darwinulidae	69351	F	3680	0.00057	3827	0.00057	11962	0.00121	14009	0.00127	9534	0.00086	8561	0.00085	8122	0.00086	7356	0.00074	4921	0.00057	10673	0.00115	27866	0.00271	7312	0.00134	5505	0.00061	6882	0.00071	3407	0.00058	7217	0.00074	8598	0.00079	5895	0.00051	1609	0.00014	5855	0.00047	3921	0.00037	2291	0.00042	4084	0.00042	2925	0.00034	3287	0.00035	2329	0.00033	4199	0.00035	4221	0.00057	4658	0.00046	6424	0.00058	2470	0.00026	0	0.00000	3834	0.00051
Pteriidae	102312	F	51	0.00001	70	0.00001	123	0.00001	81	0.00001	240	0.00002	141	0.00001	258	0.00003	447	0.00004	84	0.00001	265	0.00003	141	0.00001	55	0.00001	188	0.00002	1187	0.00012	110	0.00002	74	0.00001	0	0.00000	121	0.00001	0	0.00000	200	0.00002	93	0.00001	0	0.00000	0	0.00000	0	0.00000	30	0.00000	216	0.00003	69	0.00001	155	0.00002	139	0.00001	135	0.00001	0	0.00000	0	0.00000	285	0.00004
Neocallimastigaceae	29007	F	133	0.00002	0	0.00000	0	0.00000	0	0.00000	145	0.00001	85	0.00001	85	0.00001	52	0.00001	88	0.00001	0	0.00000	0	0.00000	0	0.00000	84	0.00001	32	0.00000	0	0.00000	82	0.00001	164	0.00002	102	0.00001	22	0.00000	89	0.00001	70	0.00001	75	0.00001	170	0.00002	43	0.00001	55	0.00001	0	0.00000	0	0.00000	0	0.00000	147	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nemouridae	62802	F	22841	0.00357	24356	0.00364	9772	0.00099	10957	0.00100	13956	0.00126	11972	0.00119	12294	0.00131	11121	0.00111	9441	0.00110	8505	0.00092	8314	0.00081	7998	0.00146	8306	0.00092	12412	0.00128	5818	0.00099	8561	0.00087	8808	0.00081	8758	0.00076	3322	0.00030	8739	0.00070	6197	0.00058	3850	0.00070	7138	0.00074	4988	0.00058	5028	0.00053	5003	0.00071	7124	0.00060	5995	0.00080	5644	0.00056	7081	0.00064	4509	0.00048	0	0.00000	6842	0.00091
Nudiviridae	1511852	F	0	0.00000	0	0.00000	21	0.00000	21	0.00000	25	0.00000	14	0.00000	17	0.00000	18	0.00000	17	0.00000	24	0.00000	13	0.00000	37	0.00001	17	0.00000	0	0.00000	0	0.00000	0	0.00000	99	0.00001	13	0.00000	0	0.00000	10	0.00000	17	0.00000	10	0.00000	0	0.00000	11	0.00000	0	0.00000	13	0.00000	10	0.00000	0	0.00000	70	0.00001	13	0.00000	0	0.00000	0	0.00000	21	0.00000
Podosiridae	1732348	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	33	0.00000	13	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
