name	taxonomy_id	taxonomy_lvl	119_S24.O.bracken_num	119_S24.O.bracken_frac	120_S25.O.bracken_num	120_S25.O.bracken_frac	140_S26.O.bracken_num	140_S26.O.bracken_frac	147_S27.O.bracken_num	147_S27.O.bracken_frac	177_S28.O.bracken_num	177_S28.O.bracken_frac	178_S29.O.bracken_num	178_S29.O.bracken_frac	179_S31.O.bracken_num	179_S31.O.bracken_frac	209_S30.O.bracken_num	209_S30.O.bracken_frac	214_S32.O.bracken_num	214_S32.O.bracken_frac	82_S21.O.bracken_num	82_S21.O.bracken_frac	88_S22.O.bracken_num	88_S22.O.bracken_frac	99_S23.O.bracken_num	99_S23.O.bracken_frac	BLB_S18.O.bracken_num	BLB_S18.O.bracken_frac	BLB_WG4.O.bracken_num	BLB_WG4.O.bracken_frac	BLR_S17.O.bracken_num	BLR_S17.O.bracken_frac	BLR_WG4.O.bracken_num	BLR_WG4.O.bracken_frac	BLS_S16.O.bracken_num	BLS_S16.O.bracken_frac	DC06_S1.O.bracken_num	DC06_S1.O.bracken_frac	DC10_S2.O.bracken_num	DC10_S2.O.bracken_frac	DC11_S3.O.bracken_num	DC11_S3.O.bracken_frac	DC17_S4.O.bracken_num	DC17_S4.O.bracken_frac	DM13_S9.O.bracken_num	DM13_S9.O.bracken_frac	DM14_S10.O.bracken_num	DM14_S10.O.bracken_frac	DM15_S11.O.bracken_num	DM15_S11.O.bracken_frac	DM16_S12.O.bracken_num	DM16_S12.O.bracken_frac	GG01_S14.O.bracken_num	GG01_S14.O.bracken_frac	GH01_S13.O.bracken_num	GH01_S13.O.bracken_frac	GN13_S5.O.bracken_num	GN13_S5.O.bracken_frac	GN15_S6.O.bracken_num	GN15_S6.O.bracken_frac	GN18_S7.O.bracken_num	GN18_S7.O.bracken_frac	GN19_S8.O.bracken_num	GN19_S8.O.bracken_frac	NEG_S33.O.bracken_num	NEG_S33.O.bracken_frac	OC01_S15.O.bracken_num	OC01_S15.O.bracken_frac
Monstrilloida	84311	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plasmodiophorida	37357	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	82	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Falconiformes	8948	O	1447	0.00023	1422	0.00021	2374	0.00024	2736	0.00025	2251	0.00020	1967	0.00020	1946	0.00021	2339	0.00023	1551	0.00018	1480	0.00016	1208	0.00012	978	0.00018	1707	0.00019	1258	0.00013	1048	0.00018	1019	0.00010	1313	0.00012	1756	0.00015	671	0.00006	1371	0.00011	1368	0.00013	728	0.00013	727	0.00008	860	0.00010	981	0.00010	452	0.00006	1167	0.00010	1249	0.00017	601	0.00006	1055	0.00010	655	0.00007	0	0.00000	1434	0.00019
Pseudonocardiales	85010	O	2118	0.00033	2518	0.00038	1861	0.00019	3764	0.00034	2526	0.00023	1895	0.00019	1711	0.00018	2949	0.00030	2189	0.00025	1596	0.00017	1678	0.00016	2944	0.00054	6462	0.00072	25413	0.00262	3113	0.00053	7015	0.00071	9551	0.00088	22295	0.00193	8006	0.00071	84770	0.00681	45068	0.00424	30441	0.00551	56381	0.00583	28677	0.00335	55591	0.00591	16818	0.00240	13483	0.00113	2570	0.00035	25063	0.00246	52832	0.00480	74502	0.00794	0	0.00000	2057	0.00027
Entodiniomorphida	40634	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4492	0.00064	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Euglyphida	178369	O	0	0.00000	334	0.00005	35	0.00000	0	0.00000	53	0.00000	21	0.00000	50	0.00001	29	0.00000	148	0.00002	22	0.00000	73	0.00001	20	0.00000	34	0.00000	456	0.00005	18	0.00000	305	0.00003	1009	0.00009	55	0.00000	27	0.00000	156	0.00001	44	0.00000	19	0.00000	38	0.00000	80	0.00001	60	0.00001	31	0.00000	53	0.00000	92	0.00001	684	0.00007	405	0.00004	237	0.00003	0	0.00000	0	0.00000
Myctophiformes	68514	O	13	0.00000	39	0.00001	60	0.00001	36	0.00000	0	0.00000	0	0.00000	44	0.00000	35	0.00000	0	0.00000	11	0.00000	58	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	43	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	78	0.00001	44	0.00001	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Rickettsiales	766	O	1366	0.00021	1249	0.00019	1962	0.00020	2363	0.00022	5529	0.00050	5770	0.00057	6292	0.00067	1265	0.00013	1122	0.00013	3116	0.00034	5131	0.00050	947	0.00017	2358	0.00026	11621	0.00120	1636	0.00028	10042	0.00102	10829	0.00100	2777	0.00024	897	0.00008	19534	0.00157	1963	0.00018	1324	0.00024	4290	0.00044	2675	0.00031	2416	0.00026	5691	0.00081	2186	0.00018	1676	0.00023	4678	0.00046	3862	0.00035	5345	0.00057	0	0.00000	4437	0.00059
Chlorobiales	191411	O	105	0.00002	113	0.00002	130	0.00001	163	0.00001	236	0.00002	188	0.00002	160	0.00002	236	0.00002	534	0.00006	114	0.00001	159	0.00002	111	0.00002	284	0.00003	1253	0.00013	567	0.00010	276	0.00003	689	0.00006	639	0.00006	222	0.00002	1797	0.00014	777	0.00007	273	0.00005	914	0.00009	938	0.00011	1082	0.00011	754	0.00011	359	0.00003	455	0.00006	318	0.00003	675	0.00006	711	0.00008	0	0.00000	85	0.00001
Eubacteriales	186802	O	6740	0.00105	6950	0.00104	33274	0.00337	39497	0.00359	10217	0.00092	11107	0.00110	8116	0.00086	11326	0.00114	8526	0.00099	19723	0.00212	14838	0.00144	7471	0.00137	14376	0.00159	248468	0.02566	21686	0.00370	274963	0.02802	274730	0.02538	144873	0.01252	20733	0.00185	197501	0.01587	49961	0.00470	25351	0.00459	172347	0.01782	216333	0.02528	150993	0.01604	126726	0.01805	52416	0.00440	15564	0.00209	103719	0.01020	77971	0.00709	34809	0.00371	0	0.00000	16075	0.00213
Coscinodiscales	216785	O	100	0.00002	0	0.00000	0	0.00000	573	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	116	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	123	0.00001	150	0.00001	0	0.00000	0	0.00000	59	0.00000	0	0.00000	0	0.00000	157	0.00002	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermales	68933	O	80	0.00001	68	0.00001	295	0.00003	313	0.00003	169	0.00002	107	0.00001	93	0.00001	167	0.00002	121	0.00001	168	0.00002	106	0.00001	134	0.00002	318	0.00004	345	0.00004	260	0.00004	422	0.00004	113	0.00001	557	0.00005	186	0.00002	926	0.00007	626	0.00006	434	0.00008	780	0.00008	405	0.00005	819	0.00009	171	0.00002	330	0.00003	118	0.00002	177	0.00002	563	0.00005	715	0.00008	0	0.00000	178	0.00002
Polydesmida	71419	O	10	0.00000	0	0.00000	0	0.00000	13	0.00000	24	0.00000	40	0.00000	46	0.00000	11	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	59	0.00001	0	0.00000	20	0.00000	79	0.00001	13	0.00000	11	0.00000	0	0.00000	10	0.00000
Pyrenulales	100121	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	76	0.00001	61	0.00001	87	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nanogingivales	2171984	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	463	0.00005	0	0.00000	411	0.00004	941	0.00009	2197	0.00019	23	0.00000	1495	0.00012	869	0.00008	632	0.00011	1153	0.00012	1071	0.00013	1045	0.00011	312	0.00004	0	0.00000	0	0.00000	0	0.00000	1489	0.00014	1388	0.00015	0	0.00000	0	0.00000
Strigiformes	30458	O	906	0.00014	959	0.00014	1247	0.00013	1318	0.00012	1969	0.00018	1885	0.00019	1885	0.00020	1762	0.00018	1343	0.00016	1050	0.00011	994	0.00010	794	0.00015	1570	0.00017	809	0.00008	918	0.00016	781	0.00008	1292	0.00012	1821	0.00016	577	0.00005	1343	0.00011	1317	0.00012	791	0.00014	737	0.00008	1098	0.00013	791	0.00008	620	0.00009	1329	0.00011	1308	0.00018	1014	0.00010	1104	0.00010	580	0.00006	0	0.00000	1261	0.00017
Acrochaetiales	31355	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradymonadales	1779134	O	42	0.00001	89	0.00001	45	0.00000	52	0.00000	98	0.00001	86	0.00001	52	0.00001	78	0.00001	69	0.00001	49	0.00001	87	0.00001	57	0.00001	10218	0.00113	117	0.00001	267	0.00005	68	0.00001	36	0.00000	204	0.00002	108	0.00001	440	0.00004	388	0.00004	211	0.00004	350	0.00004	347	0.00004	457	0.00005	99	0.00001	214	0.00002	72	0.00001	93	0.00001	350	0.00003	400	0.00004	0	0.00000	39	0.00001
Charadriiformes	8906	O	776	0.00012	812	0.00012	832	0.00008	887	0.00008	1096	0.00010	1031	0.00010	957	0.00010	1317	0.00013	876	0.00010	759	0.00008	705	0.00007	638	0.00012	952	0.00011	707	0.00007	665	0.00011	572	0.00006	905	0.00008	1116	0.00010	350	0.00003	719	0.00006	822	0.00008	490	0.00009	312	0.00003	414	0.00005	584	0.00006	375	0.00005	708	0.00006	824	0.00011	522	0.00005	732	0.00007	425	0.00005	0	0.00000	1059	0.00014
Neisseriales	206351	O	865	0.00014	828	0.00012	1119	0.00011	1236	0.00011	1422	0.00013	1119	0.00011	1012	0.00011	2065	0.00021	1083	0.00013	1973	0.00021	1357	0.00013	1128	0.00021	4389	0.00049	5386	0.00056	2659	0.00045	4417	0.00045	5409	0.00050	5829	0.00050	2990	0.00027	11372	0.00091	6422	0.00060	2830	0.00051	6880	0.00071	7135	0.00083	8477	0.00090	3000	0.00043	6118	0.00051	1106	0.00015	4279	0.00042	7394	0.00067	14468	0.00154	0	0.00000	1330	0.00018
Megaloptera	50553	O	313	0.00005	280	0.00004	1235	0.00012	544	0.00005	701	0.00006	972	0.00010	1029	0.00011	390	0.00004	568	0.00007	945	0.00010	610	0.00006	104	0.00002	166	0.00002	336	0.00003	155	0.00003	263	0.00003	585	0.00005	119	0.00001	0	0.00000	58	0.00000	77	0.00001	0	0.00000	195	0.00002	0	0.00000	0	0.00000	202	0.00003	0	0.00000	49	0.00001	177	0.00002	89	0.00001	0	0.00000	0	0.00000	151	0.00002
Holocentriformes	1490028	O	46722	0.00730	51026	0.00762	62833	0.00636	71695	0.00652	61392	0.00552	52342	0.00521	51442	0.00546	63983	0.00642	48122	0.00559	56430	0.00607	33341	0.00324	29668	0.00543	34127	0.00378	13660	0.00141	22151	0.00378	15771	0.00161	16073	0.00148	37946	0.00328	12525	0.00112	16331	0.00131	26993	0.00254	21436	0.00388	10849	0.00112	11280	0.00132	11248	0.00120	15051	0.00214	42182	0.00354	47837	0.00643	21255	0.00209	26959	0.00245	10750	0.00115	0	0.00000	34946	0.00463
Eubodonida	2704650	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Calditrichales	1962852	O	22	0.00000	21	0.00000	821	0.00008	838	0.00008	34	0.00000	27	0.00000	17	0.00000	22	0.00000	46	0.00001	29	0.00000	23	0.00000	16	0.00000	27	0.00000	91	0.00001	60	0.00001	56	0.00001	407	0.00004	120	0.00001	68	0.00001	431	0.00003	72	0.00001	41	0.00001	117	0.00001	149	0.00002	199	0.00002	828	0.00012	34	0.00000	22	0.00000	13	0.00000	30	0.00000	33	0.00000	0	0.00000	16	0.00000
Eggerthellales	1643822	O	154	0.00002	142	0.00002	182	0.00002	175	0.00002	190	0.00002	141	0.00001	219	0.00002	179	0.00002	481	0.00006	151	0.00002	120	0.00001	454	0.00008	377	0.00004	1743	0.00018	378	0.00006	454	0.00005	1170	0.00011	860	0.00007	274	0.00002	4970	0.00040	1424	0.00013	520	0.00009	1747	0.00018	2295	0.00027	1193	0.00013	1852	0.00026	525	0.00004	202	0.00003	605	0.00006	986	0.00009	1617	0.00017	0	0.00000	330	0.00004
Halopanivirales	2732011	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	760	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	800	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spirobolida	30266	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cuculiformes	8940	O	151	0.00002	129	0.00002	184	0.00002	196	0.00002	253	0.00002	244	0.00002	241	0.00003	175	0.00002	202	0.00002	176	0.00002	185	0.00002	118	0.00002	180	0.00002	145	0.00001	106	0.00002	86	0.00001	98	0.00001	221	0.00002	85	0.00001	90	0.00001	181	0.00002	165	0.00003	84	0.00001	150	0.00002	165	0.00002	121	0.00002	252	0.00002	223	0.00003	108	0.00001	163	0.00001	110	0.00001	0	0.00000	214	0.00003
Leiosporocerotales	402685	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bartramiales	1034061	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Philasterida	198613	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	105	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	156	0.00001	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fagales	3502	O	18110	0.00283	18111	0.00270	22497	0.00228	25782	0.00235	26728	0.00240	23222	0.00231	22903	0.00243	27688	0.00278	23611	0.00274	22722	0.00244	27765	0.00270	15311	0.00280	26433	0.00293	31501	0.00325	17277	0.00295	32823	0.00334	40248	0.00372	25614	0.00221	8731	0.00078	24801	0.00199	16136	0.00152	9746	0.00176	18576	0.00192	15072	0.00176	14622	0.00155	19136	0.00273	19419	0.00163	17781	0.00239	24001	0.00236	27109	0.00246	12227	0.00130	0	0.00000	23432	0.00310
Sporadotrichida	693921	O	38	0.00001	0	0.00000	210	0.00002	242	0.00002	70	0.00001	70	0.00001	44	0.00000	75	0.00001	191	0.00002	24	0.00000	0	0.00000	68	0.00001	0	0.00000	200	0.00002	0	0.00000	0	0.00000	0	0.00000	96	0.00001	0	0.00000	77	0.00001	18	0.00000	15	0.00000	0	0.00000	343	0.00004	0	0.00000	864	0.00012	0	0.00000	16	0.00000	747	0.00007	37	0.00000	0	0.00000	0	0.00000	68	0.00001
Commelinales	4739	O	143	0.00002	80	0.00001	90	0.00001	81	0.00001	486	0.00004	162	0.00002	306	0.00003	699	0.00007	59	0.00001	49	0.00001	107	0.00001	93	0.00002	74	0.00001	153	0.00002	47	0.00001	248	0.00003	178	0.00002	65	0.00001	0	0.00000	72	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00000	44	0.00000	45	0.00000	0	0.00000	533	0.00007
Chloroflexales	32064	O	30	0.00000	29	0.00000	56	0.00001	43	0.00000	103	0.00001	77	0.00001	65	0.00001	57	0.00001	45	0.00001	34	0.00000	46	0.00000	27	0.00000	86	0.00001	89	0.00001	77	0.00001	37	0.00000	340	0.00003	232	0.00002	86	0.00001	311	0.00002	281	0.00003	162	0.00003	318	0.00003	242	0.00003	509	0.00005	186	0.00003	206	0.00002	52	0.00001	85	0.00001	338	0.00003	446	0.00005	0	0.00000	103	0.00001
Terebellida	6373	O	0	0.00000	0	0.00000	131	0.00001	91	0.00001	156	0.00001	34	0.00000	195	0.00002	0	0.00000	0	0.00000	0	0.00000	151	0.00001	0	0.00000	87	0.00001	0	0.00000	86	0.00001	0	0.00000	0	0.00000	89	0.00001	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1097	0.00016	119	0.00001	93	0.00001	139	0.00001	165	0.00001	0	0.00000	0	0.00000	397	0.00005
Araucariales	1446378	O	54	0.00001	68	0.00001	92	0.00001	66	0.00001	54	0.00000	68	0.00001	46	0.00000	61	0.00001	94	0.00001	64	0.00001	75	0.00001	53	0.00001	52	0.00001	32	0.00000	41	0.00001	63	0.00001	33	0.00000	29	0.00000	11	0.00000	61	0.00000	42	0.00000	30	0.00001	41	0.00000	36	0.00000	59	0.00001	15	0.00000	22	0.00000	41	0.00001	113	0.00001	46	0.00000	32	0.00000	0	0.00000	41	0.00001
Streptosporangiales	85012	O	1020	0.00016	1067	0.00016	1258	0.00013	1649	0.00015	684	0.00006	546	0.00005	506	0.00005	989	0.00010	1409	0.00016	675	0.00007	594	0.00006	785	0.00014	3824	0.00042	3668	0.00038	1681	0.00029	2514	0.00026	2767	0.00026	4302	0.00037	2273	0.00020	13289	0.00107	9870	0.00093	5991	0.00108	11802	0.00122	6726	0.00079	11925	0.00127	3248	0.00046	3081	0.00026	818	0.00011	6619	0.00065	10944	0.00099	15331	0.00163	0	0.00000	1521	0.00020
Plecoptera	50622	O	36400	0.00568	38063	0.00568	26739	0.00271	30004	0.00273	37862	0.00341	32912	0.00327	31357	0.00333	28791	0.00289	29452	0.00342	24906	0.00268	25075	0.00243	18324	0.00335	28209	0.00313	29546	0.00305	19204	0.00327	28533	0.00291	28998	0.00268	24707	0.00214	8760	0.00078	22226	0.00179	16440	0.00155	10888	0.00197	17774	0.00184	12587	0.00147	12747	0.00135	13780	0.00196	25200	0.00212	22711	0.00305	18969	0.00187	22523	0.00205	11474	0.00122	0	0.00000	17847	0.00236
Azygiida	36660	O	0	0.00000	0	0.00000	67	0.00001	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	272	0.00003	102	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spinulosida	55644	O	0	0.00000	0	0.00000	342	0.00003	464	0.00004	10870	0.00098	9843	0.00098	14300	0.00152	8448	0.00085	0	0.00000	273	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Diplura	29997	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fabales	72025	O	33548	0.00524	35626	0.00532	48679	0.00493	54945	0.00500	50530	0.00455	42902	0.00427	43754	0.00465	44522	0.00446	39770	0.00462	51426	0.00553	57620	0.00559	29780	0.00545	58188	0.00645	68717	0.00710	37465	0.00639	77113	0.00786	94623	0.00874	50999	0.00441	16570	0.00148	49943	0.00401	29275	0.00275	18480	0.00335	47590	0.00492	33763	0.00395	31254	0.00332	47267	0.00673	38018	0.00319	30274	0.00407	43494	0.00428	54149	0.00492	22802	0.00243	0	0.00000	41026	0.00543
Squamata	8509	O	13083	0.00204	13222	0.00197	16028	0.00162	17468	0.00159	19254	0.00173	17559	0.00175	16643	0.00177	21521	0.00216	16437	0.00191	15961	0.00172	11020	0.00107	10324	0.00189	15325	0.00170	11503	0.00119	9509	0.00162	12945	0.00132	14331	0.00132	16650	0.00144	5169	0.00046	10272	0.00083	11977	0.00113	8818	0.00160	6593	0.00068	6783	0.00079	6656	0.00071	8630	0.00123	13360	0.00112	15454	0.00208	8294	0.00082	10906	0.00099	5755	0.00061	0	0.00000	12951	0.00171
Grylloblattodea	58557	O	68	0.00001	52	0.00001	79	0.00001	92	0.00001	113	0.00001	239	0.00002	70	0.00001	133	0.00001	154	0.00002	53	0.00001	1258	0.00012	23	0.00000	32	0.00000	34	0.00000	35	0.00001	24	0.00000	0	0.00000	37	0.00000	0	0.00000	12	0.00000	14	0.00000	19	0.00000	17	0.00000	0	0.00000	19	0.00000	0	0.00000	34	0.00000	50	0.00001	81	0.00001	62	0.00001	0	0.00000	0	0.00000	33	0.00000
Gomphales	452336	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhabditida	6236	O	19553	0.00305	22413	0.00335	28114	0.00284	30422	0.00277	35248	0.00317	29495	0.00293	30917	0.00328	30146	0.00302	26067	0.00303	27425	0.00295	34126	0.00331	15559	0.00285	25805	0.00286	36230	0.00374	17298	0.00295	39328	0.00401	43728	0.00404	26760	0.00231	7879	0.00070	34380	0.00276	17119	0.00161	10682	0.00193	21982	0.00227	14401	0.00168	15768	0.00168	26779	0.00381	22655	0.00190	18705	0.00251	24100	0.00237	27133	0.00247	12605	0.00134	0	0.00000	25730	0.00341
Synergistales	649776	O	37	0.00001	35	0.00001	56	0.00001	72	0.00001	81	0.00001	82	0.00001	93	0.00001	90	0.00001	66	0.00001	84	0.00001	60	0.00001	45	0.00001	132	0.00001	290	0.00003	154	0.00003	182	0.00002	201	0.00002	271	0.00002	94	0.00001	544	0.00004	301	0.00003	159	0.00003	351	0.00004	416	0.00005	532	0.00006	569	0.00008	130	0.00001	70	0.00001	131	0.00001	242	0.00002	245	0.00003	0	0.00000	68	0.00001
Crassvirales	1978007	O	218	0.00003	132	0.00002	190	0.00002	160	0.00001	422	0.00004	130	0.00001	335	0.00004	129	0.00001	131	0.00002	261	0.00003	216	0.00002	62	0.00001	162	0.00002	375	0.00004	129	0.00002	494	0.00005	638	0.00006	323	0.00003	58	0.00001	1046	0.00008	135	0.00001	80	0.00001	212	0.00002	176	0.00002	163	0.00002	396	0.00006	183	0.00002	142	0.00002	444	0.00004	336	0.00003	197	0.00002	0	0.00000	96	0.00001
Tissierellales	1737405	O	284	0.00004	321	0.00005	414	0.00004	442	0.00004	661	0.00006	596	0.00006	575	0.00006	483	0.00005	405	0.00005	509	0.00005	540	0.00005	334	0.00006	801	0.00009	21431	0.00221	1163	0.00020	30309	0.00309	27341	0.00253	5020	0.00043	1436	0.00013	6589	0.00053	3672	0.00035	1255	0.00023	25541	0.00264	6233	0.00073	14909	0.00158	16738	0.00238	4168	0.00035	1117	0.00015	9012	0.00089	5615	0.00051	2488	0.00027	0	0.00000	308	0.00004
Eucoccidiorida	75739	O	3048	0.00048	3242	0.00048	3579	0.00036	3962	0.00036	4944	0.00044	4255	0.00042	3950	0.00042	4711	0.00047	3477	0.00040	2978	0.00032	3284	0.00032	2323	0.00042	3895	0.00043	7131	0.00074	2607	0.00044	6204	0.00063	8371	0.00077	5232	0.00045	1699	0.00015	4718	0.00038	3827	0.00036	2404	0.00044	2524	0.00026	3398	0.00040	2707	0.00029	2398	0.00034	3657	0.00031	3385	0.00045	4806	0.00047	4066	0.00037	2507	0.00027	0	0.00000	7179	0.00095
