name	taxonomy_id	taxonomy_lvl	119_S24.C.bracken_num	119_S24.C.bracken_frac	120_S25.C.bracken_num	120_S25.C.bracken_frac	140_S26.C.bracken_num	140_S26.C.bracken_frac	147_S27.C.bracken_num	147_S27.C.bracken_frac	177_S28.C.bracken_num	177_S28.C.bracken_frac	178_S29.C.bracken_num	178_S29.C.bracken_frac	179_S31.C.bracken_num	179_S31.C.bracken_frac	209_S30.C.bracken_num	209_S30.C.bracken_frac	214_S32.C.bracken_num	214_S32.C.bracken_frac	82_S21.C.bracken_num	82_S21.C.bracken_frac	88_S22.C.bracken_num	88_S22.C.bracken_frac	99_S23.C.bracken_num	99_S23.C.bracken_frac	BLB_S18.C.bracken_num	BLB_S18.C.bracken_frac	BLB_WG4.C.bracken_num	BLB_WG4.C.bracken_frac	BLR_S17.C.bracken_num	BLR_S17.C.bracken_frac	BLR_WG4.C.bracken_num	BLR_WG4.C.bracken_frac	BLS_S16.C.bracken_num	BLS_S16.C.bracken_frac	DC06_S1.C.bracken_num	DC06_S1.C.bracken_frac	DC10_S2.C.bracken_num	DC10_S2.C.bracken_frac	DC11_S3.C.bracken_num	DC11_S3.C.bracken_frac	DC17_S4.C.bracken_num	DC17_S4.C.bracken_frac	DM13_S9.C.bracken_num	DM13_S9.C.bracken_frac	DM14_S10.C.bracken_num	DM14_S10.C.bracken_frac	DM15_S11.C.bracken_num	DM15_S11.C.bracken_frac	DM16_S12.C.bracken_num	DM16_S12.C.bracken_frac	GG01_S14.C.bracken_num	GG01_S14.C.bracken_frac	GH01_S13.C.bracken_num	GH01_S13.C.bracken_frac	GN13_S5.C.bracken_num	GN13_S5.C.bracken_frac	GN15_S6.C.bracken_num	GN15_S6.C.bracken_frac	GN18_S7.C.bracken_num	GN18_S7.C.bracken_frac	GN19_S8.C.bracken_num	GN19_S8.C.bracken_frac	NEG_S33.C.bracken_num	NEG_S33.C.bracken_frac	OC01_S15.C.bracken_num	OC01_S15.C.bracken_frac
Ginkgoopsida	29811	C	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	98	0.00001	20	0.00000	35	0.00000	55	0.00001	40	0.00001	0	0.00000	23	0.00000	18	0.00000	0	0.00000	67	0.00001	70	0.00001	22	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000
Calcarea	27929	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flabellinia	1485085	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	103	0.00001	71	0.00001	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	457	0.00005	172	0.00002	110	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Diplopoda	7553	C	18	0.00000	10	0.00000	23	0.00000	31	0.00000	37	0.00000	62	0.00001	59	0.00001	45	0.00000	26	0.00000	40	0.00000	88	0.00001	29	0.00001	35	0.00000	30	0.00000	38	0.00001	12	0.00000	16	0.00000	79	0.00001	0	0.00000	31	0.00000	24	0.00000	18	0.00000	10	0.00000	30	0.00000	0	0.00000	64	0.00001	23	0.00000	43	0.00001	86	0.00001	26	0.00000	19	0.00000	0	0.00000	21	0.00000
Tectiliviricetes	2732529	C	0	0.00000	0	0.00000	0	0.00000	19	0.00000	27	0.00000	28	0.00000	38	0.00000	22	0.00000	45	0.00001	16	0.00000	19	0.00000	21	0.00000	43	0.00000	146	0.00002	26	0.00000	59	0.00001	256	0.00002	39	0.00000	32	0.00000	47	0.00000	24	0.00000	23	0.00000	29	0.00000	22	0.00000	34	0.00000	81	0.00001	27	0.00000	26	0.00000	58	0.00001	30	0.00000	26	0.00000	0	0.00000	44	0.00001
Bigyra	2683628	C	222	0.00003	259	0.00004	435	0.00004	214	0.00002	191	0.00002	247	0.00002	169	0.00002	391	0.00004	167	0.00002	251	0.00003	571	0.00006	106	0.00002	167	0.00002	1219	0.00013	121	0.00002	360	0.00004	655	0.00006	674	0.00006	197	0.00002	473	0.00004	243	0.00002	134	0.00002	429	0.00004	213	0.00002	232	0.00002	636	0.00009	550	0.00005	269	0.00004	2546	0.00025	1963	0.00018	781	0.00008	0	0.00000	200	0.00003
Balneolia	1853221	C	53	0.00001	58	0.00001	113	0.00001	122	0.00001	70	0.00001	457	0.00005	356	0.00004	77	0.00001	68	0.00001	80	0.00001	60	0.00001	2763	0.00050	123	0.00001	1538	0.00016	151	0.00003	1594	0.00016	2688	0.00025	595	0.00005	234	0.00002	1726	0.00014	318	0.00003	141	0.00003	939	0.00010	446	0.00005	557	0.00006	269	0.00004	180	0.00002	99	0.00001	257	0.00003	646	0.00006	290	0.00003	0	0.00000	67	0.00001
Crinoidea	35069	C	942	0.00015	898	0.00013	1299	0.00013	1439	0.00013	1224	0.00011	982	0.00010	1075	0.00011	1264	0.00013	868	0.00010	2517	0.00027	1503	0.00015	680	0.00012	3040	0.00034	1207	0.00012	2102	0.00036	1313	0.00013	1385	0.00013	1070	0.00009	368	0.00003	857	0.00007	707	0.00007	451	0.00008	616	0.00006	551	0.00006	982	0.00010	573	0.00008	970	0.00008	840	0.00011	1269	0.00012	1189	0.00011	503	0.00005	0	0.00000	761	0.00010
Florideophyceae	2806	C	511	0.00008	476	0.00007	508	0.00005	554	0.00005	725	0.00007	685	0.00007	608	0.00006	854	0.00009	512	0.00006	547	0.00006	877	0.00009	662	0.00012	804	0.00009	4682	0.00048	987	0.00017	5130	0.00052	3518	0.00032	1009	0.00009	447	0.00004	1553	0.00012	805	0.00008	318	0.00006	1135	0.00012	726	0.00008	852	0.00009	3945	0.00056	865	0.00007	574	0.00008	1980	0.00019	1636	0.00015	755	0.00008	0	0.00000	613	0.00008
Enopla	6225	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	14	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	765	0.00014	23	0.00000	517	0.00005	0	0.00000	1006	0.00010	139	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enoplea	119088	C	1934	0.00030	2582	0.00039	1642	0.00017	1858	0.00017	4566	0.00041	4411	0.00044	3853	0.00041	2323	0.00023	1755	0.00020	1578	0.00017	2213	0.00021	1844	0.00034	2053	0.00023	4833	0.00050	984	0.00017	2865	0.00029	5915	0.00055	2861	0.00025	1384	0.00012	2927	0.00023	1570	0.00015	1404	0.00025	2118	0.00022	1187	0.00014	1269	0.00013	1494	0.00021	1654	0.00014	1874	0.00025	2812	0.00028	2656	0.00024	1027	0.00011	0	0.00000	1326	0.00018
Rhodothermia	1853222	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	614	0.00006	75	0.00001	65	0.00001	0	0.00000	0	0.00000	0	0.00000	1606	0.00016	0	0.00000	145	0.00002	891	0.00009	83	0.00001	868	0.00009	1007	0.00009	867	0.00007	113	0.00001	1048	0.00008	370	0.00003	131	0.00002	624	0.00006	527	0.00006	694	0.00007	365	0.00005	306	0.00003	0	0.00000	0	0.00000	801	0.00007	153	0.00002	0	0.00000	0	0.00000
Priapulimorpha	2082883	C	609	0.00010	568	0.00008	338	0.00003	397	0.00004	619	0.00006	485	0.00005	543	0.00006	776	0.00008	447	0.00005	436	0.00005	296	0.00003	532	0.00010	544	0.00006	292	0.00003	320	0.00005	189	0.00002	137	0.00001	911	0.00008	268	0.00002	375	0.00003	754	0.00007	437	0.00008	232	0.00002	439	0.00005	324	0.00003	361	0.00005	801	0.00007	784	0.00011	343	0.00003	546	0.00005	267	0.00003	0	0.00000	364	0.00005
Polychaeta	6341	C	10853	0.00169	11806	0.00176	17184	0.00174	18742	0.00170	21656	0.00195	19804	0.00197	19211	0.00204	20327	0.00204	14688	0.00170	16085	0.00173	15929	0.00155	10187	0.00186	16601	0.00184	19557	0.00202	10875	0.00185	16254	0.00166	17196	0.00159	19108	0.00165	6019	0.00054	12217	0.00098	12965	0.00122	9264	0.00168	12695	0.00131	7577	0.00089	7694	0.00082	13447	0.00192	17964	0.00151	20097	0.00270	12349	0.00121	13823	0.00126	6238	0.00066	0	0.00000	12219	0.00162
Ardenticatenia	1382928	C	0	0.00000	0	0.00000	16	0.00000	38	0.00000	47	0.00000	13	0.00000	15	0.00000	28	0.00000	0	0.00000	15	0.00000	24	0.00000	20	0.00000	37	0.00000	39	0.00000	27	0.00000	15	0.00000	123	0.00001	62	0.00001	43	0.00000	234	0.00002	173	0.00002	99	0.00002	366	0.00004	88	0.00001	467	0.00005	81	0.00001	35	0.00000	12	0.00000	81	0.00001	153	0.00001	364	0.00004	0	0.00000	16	0.00000
Litostomatea	5988	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4341	0.00062	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pezizomycetes	147549	C	220	0.00003	246	0.00004	263	0.00003	287	0.00003	402	0.00004	370	0.00004	352	0.00004	416	0.00004	258	0.00003	219	0.00002	199	0.00002	220	0.00004	712	0.00008	594	0.00006	418	0.00007	1236	0.00013	1386	0.00013	532	0.00005	148	0.00001	369	0.00003	326	0.00003	324	0.00006	360	0.00004	241	0.00003	291	0.00003	429	0.00006	305	0.00003	370	0.00005	448	0.00004	459	0.00004	319	0.00003	0	0.00000	331	0.00004
Taphrinomycetes	147555	C	266	0.00004	42	0.00001	235	0.00002	127	0.00001	290	0.00003	134	0.00001	92	0.00001	177	0.00002	270	0.00003	121	0.00001	518	0.00005	248	0.00005	44	0.00000	158	0.00002	227	0.00004	827	0.00008	99	0.00001	586	0.00005	224	0.00002	677	0.00005	576	0.00005	174	0.00003	1222	0.00013	86	0.00001	89	0.00001	45	0.00001	110	0.00001	83	0.00001	0	0.00000	601	0.00005	190	0.00002	0	0.00000	293	0.00004
Chlorarachniophyceae	29197	C	73	0.00001	360	0.00005	115	0.00001	38	0.00000	153	0.00001	244	0.00002	21	0.00000	462	0.00005	266	0.00003	273	0.00003	427	0.00004	278	0.00005	55	0.00001	802	0.00008	219	0.00004	106	0.00001	63	0.00001	169	0.00001	44	0.00000	655	0.00005	113	0.00001	265	0.00005	105	0.00001	305	0.00004	112	0.00001	535	0.00008	127	0.00001	36	0.00000	183	0.00002	225	0.00002	44	0.00000	0	0.00000	96	0.00001
Exobasidiomycetes	452283	C	694	0.00011	832	0.00012	455	0.00005	514	0.00005	675	0.00006	608	0.00006	614	0.00007	681	0.00007	667	0.00008	733	0.00008	482	0.00005	477	0.00009	700	0.00008	622	0.00006	439	0.00007	574	0.00006	376	0.00003	1019	0.00009	343	0.00003	1116	0.00009	1040	0.00010	489	0.00009	591	0.00006	611	0.00007	832	0.00009	519	0.00007	766	0.00006	565	0.00008	416	0.00004	673	0.00006	535	0.00006	0	0.00000	550	0.00007
Vidaverviricetes	2732460	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Gemmatimonadetes	219685	C	170	0.00003	222	0.00003	162	0.00002	207	0.00002	291	0.00003	221	0.00002	253	0.00003	304	0.00003	351	0.00004	88	0.00001	215	0.00002	440	0.00008	820	0.00009	532	0.00005	689	0.00012	254	0.00003	572	0.00005	901	0.00008	548	0.00005	2612	0.00021	2016	0.00019	867	0.00016	2100	0.00022	1077	0.00013	2131	0.00023	475	0.00007	796	0.00007	198	0.00003	610	0.00006	891	0.00008	1561	0.00017	0	0.00000	232	0.00003
Coriobacteriia	84998	C	547	0.00009	647	0.00010	320	0.00003	352	0.00003	394	0.00004	285	0.00003	359	0.00004	311	0.00003	628	0.00007	283	0.00003	303	0.00003	571	0.00010	666	0.00007	3112	0.00032	630	0.00011	3590	0.00037	5834	0.00054	1347	0.00012	447	0.00004	13810	0.00111	1969	0.00019	871	0.00016	7827	0.00081	3613	0.00042	6208	0.00066	3697	0.00053	849	0.00007	421	0.00006	2091	0.00021	2004	0.00018	6565	0.00070	0	0.00000	448	0.00006
Ktedonobacteria	388447	C	96	0.00001	106	0.00002	226	0.00002	248	0.00002	319	0.00003	99	0.00001	146	0.00002	160	0.00002	190	0.00002	460	0.00005	238	0.00002	84	0.00002	248	0.00003	363	0.00004	288	0.00005	214	0.00002	631	0.00006	459	0.00004	142	0.00001	402	0.00003	301	0.00003	166	0.00003	352	0.00004	358	0.00004	319	0.00003	373	0.00005	390	0.00003	97	0.00001	126	0.00001	254	0.00002	488	0.00005	0	0.00000	160	0.00002
Candidatus Poseidoniia	2599185	C	0	0.00000	0	0.00000	0	0.00000	3886	0.00035	0	0.00000	10819	0.00107	0	0.00000	10419	0.00104	5539	0.00064	529	0.00006	560	0.00005	0	0.00000	5631	0.00062	3743	0.00039	3606	0.00061	52	0.00001	175	0.00002	9555	0.00083	352	0.00003	14460	0.00116	3795	0.00036	3715	0.00067	8802	0.00091	4309	0.00050	7642	0.00081	15046	0.00214	0	0.00000	16	0.00000	331	0.00003	11383	0.00103	128	0.00001	0	0.00000	0	0.00000
Pneumocystidomycetes	147553	C	626	0.00010	540	0.00008	252	0.00003	270	0.00002	442	0.00004	334	0.00003	362	0.00004	397	0.00004	302	0.00004	251	0.00003	582	0.00006	186	0.00003	515	0.00006	1419	0.00015	371	0.00006	1574	0.00016	1151	0.00011	640	0.00006	191	0.00002	936	0.00008	391	0.00004	179	0.00003	461	0.00005	383	0.00004	457	0.00005	356	0.00005	591	0.00005	359	0.00005	800	0.00008	619	0.00006	245	0.00003	0	0.00000	1129	0.00015
Hydrozoa	6074	C	473	0.00007	448	0.00007	357	0.00004	499	0.00005	699	0.00006	649	0.00006	656	0.00007	771	0.00008	597	0.00007	841	0.00009	849	0.00008	965	0.00018	2246	0.00025	1472	0.00015	1347	0.00023	2577	0.00026	1650	0.00015	770	0.00007	253	0.00002	828	0.00007	521	0.00005	305	0.00006	853	0.00009	620	0.00007	464	0.00005	1245	0.00018	760	0.00006	570	0.00008	1098	0.00011	963	0.00009	733	0.00008	0	0.00000	530	0.00007
Arfiviricetes	2732423	C	30	0.00000	26	0.00000	35	0.00000	27	0.00000	25	0.00000	15	0.00000	0	0.00000	50	0.00001	12	0.00000	24	0.00000	0	0.00000	0	0.00000	36	0.00000	76	0.00001	13	0.00000	85	0.00001	127	0.00001	24	0.00000	0	0.00000	37	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	12	0.00000	586	0.00005	21	0.00000	0	0.00000	20	0.00000
Neocallimastigomycetes	451455	C	267	0.00004	557	0.00008	36	0.00000	42	0.00000	143	0.00001	84	0.00001	84	0.00001	49	0.00000	86	0.00001	108	0.00001	64	0.00001	0	0.00000	428	0.00005	5155	0.00053	234	0.00004	9102	0.00093	13004	0.00120	100	0.00001	159	0.00001	89	0.00001	277	0.00003	246	0.00004	335	0.00003	41	0.00000	50	0.00001	0	0.00000	0	0.00000	292	0.00004	237	0.00002	39	0.00000	66	0.00001	0	0.00000	69	0.00001
Howeltoviricetes	2732499	C	0	0.00000	10	0.00000	11	0.00000	0	0.00000	14	0.00000	25	0.00000	11	0.00000	10	0.00000	54	0.00001	0	0.00000	37	0.00000	11	0.00000	25	0.00000	10	0.00000	14	0.00000	20	0.00000	35	0.00000	26	0.00000	17	0.00000	36	0.00000	0	0.00000	14	0.00000	51	0.00001	23	0.00000	42	0.00000	87	0.00001	33	0.00000	25	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	15	0.00000
Calditrichia	1962850	C	22	0.00000	21	0.00000	819	0.00008	835	0.00008	34	0.00000	27	0.00000	17	0.00000	22	0.00000	46	0.00001	29	0.00000	23	0.00000	16	0.00000	27	0.00000	91	0.00001	60	0.00001	56	0.00001	407	0.00004	120	0.00001	68	0.00001	431	0.00003	72	0.00001	41	0.00001	117	0.00001	149	0.00002	199	0.00002	828	0.00012	34	0.00000	22	0.00000	13	0.00000	30	0.00000	33	0.00000	0	0.00000	16	0.00000
Chloroflexia	32061	C	47	0.00001	82	0.00001	119	0.00001	58	0.00001	122	0.00001	182	0.00002	139	0.00001	189	0.00002	78	0.00001	46	0.00000	68	0.00001	38	0.00001	197	0.00002	382	0.00004	106	0.00002	203	0.00002	525	0.00005	318	0.00003	103	0.00001	763	0.00006	935	0.00009	195	0.00004	393	0.00004	316	0.00004	692	0.00007	200	0.00003	279	0.00002	347	0.00005	494	0.00005	419	0.00004	493	0.00005	0	0.00000	176	0.00002
Thermodesulfobacteria	67799	C	35	0.00001	38	0.00001	113	0.00001	113	0.00001	86	0.00001	57	0.00001	55	0.00001	106	0.00001	5109	0.00059	123	0.00001	116	0.00001	32	0.00001	113	0.00001	4326	0.00045	180	0.00003	1153	0.00012	1195	0.00011	242	0.00002	46	0.00000	737	0.00006	355	0.00003	87	0.00002	192	0.00002	202	0.00002	195	0.00002	190	0.00003	139	0.00001	107	0.00001	222	0.00002	240	0.00002	159	0.00002	0	0.00000	95	0.00001
Stenolaemata	97264	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	120	0.00002	201	0.00002	432	0.00005	211	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mediophyceae	589449	C	0	0.00000	80	0.00001	106	0.00001	1059	0.00010	460	0.00004	36	0.00000	106	0.00001	576	0.00006	154	0.00002	156	0.00002	190	0.00002	286	0.00005	490	0.00005	141	0.00001	0	0.00000	144	0.00001	261	0.00002	103	0.00001	0	0.00000	63	0.00001	62	0.00001	0	0.00000	59	0.00001	108	0.00001	29	0.00000	250	0.00004	723	0.00006	69	0.00001	50	0.00000	207	0.00002	176	0.00002	0	0.00000	68	0.00001
Trebouxiophyceae	75966	C	1466	0.00023	1463	0.00022	913	0.00009	1174	0.00011	2458	0.00022	1709	0.00017	1587	0.00017	1112	0.00011	1766	0.00020	953	0.00010	1927	0.00019	622	0.00011	2350	0.00026	6922	0.00071	1868	0.00032	8170	0.00083	10596	0.00098	1541	0.00013	488	0.00004	1902	0.00015	1282	0.00012	702	0.00013	1806	0.00019	2226	0.00026	1728	0.00018	1108	0.00016	3549	0.00030	862	0.00012	4168	0.00041	2313	0.00021	1804	0.00019	0	0.00000	1683	0.00022
Ichthyosporea	127916	C	169	0.00003	188	0.00003	190	0.00002	169	0.00002	204	0.00002	152	0.00002	140	0.00001	185	0.00002	146	0.00002	178	0.00002	120	0.00001	129	0.00002	135	0.00001	56	0.00001	111	0.00002	52	0.00001	116	0.00001	176	0.00002	41	0.00000	132	0.00001	115	0.00001	84	0.00002	187	0.00002	184	0.00002	94	0.00001	150	0.00002	179	0.00002	209	0.00003	214	0.00002	745	0.00007	229	0.00002	0	0.00000	207	0.00003
Candidatus Nanoarchaeia	2885752	C	0	0.00000	0	0.00000	51	0.00001	51	0.00000	35	0.00000	60	0.00001	46	0.00000	41	0.00000	23	0.00000	0	0.00000	48	0.00000	0	0.00000	0	0.00000	345	0.00004	34	0.00001	296	0.00003	272	0.00003	67	0.00001	0	0.00000	140	0.00001	51	0.00000	42	0.00001	89	0.00001	47	0.00001	54	0.00001	55	0.00001	80	0.00001	100	0.00001	230	0.00002	145	0.00001	52	0.00001	0	0.00000	0	0.00000
Coleochaetophyceae	304573	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Conexivisphaeria	2798274	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	191	0.00002	165	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	377	0.00004	0	0.00000	4260	0.00043	6265	0.00058	0	0.00000	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Hyperoartia	117569	C	1362	0.00021	1610	0.00024	1691	0.00017	1764	0.00016	1997	0.00018	1888	0.00019	1819	0.00019	2342	0.00023	1696	0.00020	1487	0.00016	927	0.00009	978	0.00018	1576	0.00017	461	0.00005	938	0.00016	989	0.00010	659	0.00006	2169	0.00019	659	0.00006	1477	0.00012	1622	0.00015	1106	0.00020	807	0.00008	872	0.00010	942	0.00010	772	0.00011	1940	0.00016	1812	0.00024	1088	0.00011	1288	0.00012	1219	0.00013	0	0.00000	1323	0.00018
Insthoviricetes	2497577	C	81	0.00001	70	0.00001	61	0.00001	52	0.00000	51	0.00000	41	0.00000	66	0.00001	73	0.00001	59	0.00001	82	0.00001	68	0.00001	104	0.00002	92	0.00001	44	0.00000	51	0.00001	90	0.00001	57	0.00001	121	0.00001	13	0.00000	107	0.00001	51	0.00000	53	0.00001	110	0.00001	83	0.00001	115	0.00001	150	0.00002	70	0.00001	59	0.00001	37	0.00000	74	0.00001	57	0.00001	0	0.00000	32	0.00000
Duplopiviricetes	2732505	C	19	0.00000	25	0.00000	31	0.00000	40	0.00000	61	0.00001	62	0.00001	67	0.00001	28	0.00000	59	0.00001	25	0.00000	20	0.00000	23	0.00000	49	0.00001	23	0.00000	18	0.00000	120	0.00001	91	0.00001	64	0.00001	13	0.00000	82	0.00001	26	0.00000	26	0.00000	35	0.00000	34	0.00000	33	0.00000	14	0.00000	45	0.00000	29	0.00000	16	0.00000	30	0.00000	23	0.00000	0	0.00000	23	0.00000
Lepidosauria	8504	C	13037	0.00204	13196	0.00197	16048	0.00162	17486	0.00159	19247	0.00173	17538	0.00174	16623	0.00177	21456	0.00215	16394	0.00190	15953	0.00172	10992	0.00107	10312	0.00188	15310	0.00169	11492	0.00119	9495	0.00162	12944	0.00132	14318	0.00132	16631	0.00144	5184	0.00046	10259	0.00082	11964	0.00112	8798	0.00159	6588	0.00068	6776	0.00079	6650	0.00071	8621	0.00123	13343	0.00112	15416	0.00207	8278	0.00081	10882	0.00099	5749	0.00061	0	0.00000	12918	0.00171
Dothideomycetes	147541	C	13152	0.00205	13399	0.00200	12831	0.00130	13191	0.00120	15657	0.00141	13122	0.00130	12497	0.00133	14581	0.00146	16228	0.00188	17385	0.00187	12476	0.00121	10015	0.00183	24254	0.00268	16078	0.00166	12462	0.00212	15451	0.00157	17318	0.00160	17703	0.00153	7548	0.00067	18546	0.00149	14206	0.00134	8455	0.00153	15358	0.00159	12216	0.00143	12250	0.00130	11408	0.00162	13590	0.00114	11104	0.00149	14685	0.00144	19611	0.00178	12637	0.00135	0	0.00000	14608	0.00193
Bacteroidia	200643	C	3256	0.00051	3070	0.00046	2547	0.00026	2845	0.00026	3311	0.00030	2597	0.00026	2554	0.00027	3159	0.00032	2992	0.00035	2087	0.00022	2826	0.00027	2434	0.00044	9276	0.00103	157100	0.01622	29108	0.00496	43205	0.00440	161091	0.01488	322151	0.02782	19592	0.00175	388997	0.03123	118524	0.01114	17763	0.00322	291926	0.03019	1383492	0.16166	225380	0.02394	57729	0.00822	6472	0.00054	3980	0.00053	6255	0.00062	8470	0.00077	5727	0.00061	0	0.00000	2681	0.00035
Tentaculata	140493	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00001	66	0.00001	0	0.00000	0	0.00000	99	0.00001	639	0.00012	64	0.00001	0	0.00000	0	0.00000	0	0.00000	732	0.00007	141	0.00001	0	0.00000	193	0.00002	0	0.00000	0	0.00000	147	0.00002	0	0.00000	289	0.00003	992	0.00014	0	0.00000	133	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alsuviricetes	2732461	C	82	0.00001	85	0.00001	87	0.00001	102	0.00001	140	0.00001	133	0.00001	122	0.00001	163	0.00002	211	0.00002	93	0.00001	115	0.00001	83	0.00002	167	0.00002	170	0.00002	116	0.00002	136	0.00001	61	0.00001	222	0.00002	65	0.00001	151	0.00001	144	0.00001	75	0.00001	131	0.00001	127	0.00001	138	0.00001	71	0.00001	111	0.00001	120	0.00002	153	0.00002	164	0.00001	91	0.00001	0	0.00000	150	0.00002
Mollicutes	31969	C	1649	0.00026	1941	0.00029	2574	0.00026	3914	0.00036	2927	0.00026	2408	0.00024	2402	0.00026	2080	0.00021	3294	0.00038	2270	0.00024	3300	0.00032	2010	0.00037	6614	0.00073	299756	0.03095	3941	0.00067	405461	0.04130	400055	0.03694	16928	0.00146	12098	0.00108	49253	0.00395	29600	0.00278	13301	0.00241	82742	0.00856	29022	0.00339	34387	0.00365	234129	0.03334	26607	0.00223	22440	0.00301	183639	0.01806	112628	0.01023	34867	0.00371	0	0.00000	8470	0.00112
Zygnemophyceae	131209	C	91	0.00001	83	0.00001	74	0.00001	91	0.00001	125	0.00001	132	0.00001	90	0.00001	45	0.00000	83	0.00001	60	0.00001	99	0.00001	44	0.00001	126	0.00001	189	0.00002	153	0.00003	315	0.00003	240	0.00002	100	0.00001	18	0.00000	87	0.00001	52	0.00000	78	0.00001	968	0.00010	258	0.00003	193	0.00002	54	0.00001	39	0.00000	155	0.00002	900	0.00009	530	0.00005	141	0.00002	0	0.00000	136	0.00002
Xylonomycetes	1217819	C	61	0.00001	50	0.00001	61	0.00001	81	0.00001	92	0.00001	73	0.00001	99	0.00001	65	0.00001	66	0.00001	69	0.00001	53	0.00001	81	0.00001	63	0.00001	100	0.00001	59	0.00001	39	0.00000	16	0.00000	118	0.00001	26	0.00000	103	0.00001	74	0.00001	46	0.00001	46	0.00000	94	0.00001	49	0.00001	68	0.00001	57	0.00000	59	0.00001	55	0.00001	94	0.00001	95	0.00001	0	0.00000	69	0.00001
