name	taxonomy_id	taxonomy_lvl	119_S24.G.bracken_num	119_S24.G.bracken_frac	120_S25.G.bracken_num	120_S25.G.bracken_frac	140_S26.G.bracken_num	140_S26.G.bracken_frac	147_S27.G.bracken_num	147_S27.G.bracken_frac	177_S28.G.bracken_num	177_S28.G.bracken_frac	178_S29.G.bracken_num	178_S29.G.bracken_frac	179_S31.G.bracken_num	179_S31.G.bracken_frac	209_S30.G.bracken_num	209_S30.G.bracken_frac	214_S32.G.bracken_num	214_S32.G.bracken_frac	82_S21.G.bracken_num	82_S21.G.bracken_frac	88_S22.G.bracken_num	88_S22.G.bracken_frac	99_S23.G.bracken_num	99_S23.G.bracken_frac	BLB_S18.G.bracken_num	BLB_S18.G.bracken_frac	BLB_WG4.G.bracken_num	BLB_WG4.G.bracken_frac	BLR_S17.G.bracken_num	BLR_S17.G.bracken_frac	BLR_WG4.G.bracken_num	BLR_WG4.G.bracken_frac	BLS_S16.G.bracken_num	BLS_S16.G.bracken_frac	DC06_S1.G.bracken_num	DC06_S1.G.bracken_frac	DC10_S2.G.bracken_num	DC10_S2.G.bracken_frac	DC11_S3.G.bracken_num	DC11_S3.G.bracken_frac	DC17_S4.G.bracken_num	DC17_S4.G.bracken_frac	DM13_S9.G.bracken_num	DM13_S9.G.bracken_frac	DM14_S10.G.bracken_num	DM14_S10.G.bracken_frac	DM15_S11.G.bracken_num	DM15_S11.G.bracken_frac	DM16_S12.G.bracken_num	DM16_S12.G.bracken_frac	GG01_S14.G.bracken_num	GG01_S14.G.bracken_frac	GH01_S13.G.bracken_num	GH01_S13.G.bracken_frac	GN13_S5.G.bracken_num	GN13_S5.G.bracken_frac	GN15_S6.G.bracken_num	GN15_S6.G.bracken_frac	GN18_S7.G.bracken_num	GN18_S7.G.bracken_frac	GN19_S8.G.bracken_num	GN19_S8.G.bracken_frac	NEG_S33.G.bracken_num	NEG_S33.G.bracken_frac	OC01_S15.G.bracken_num	OC01_S15.G.bracken_frac
Octopus	6643	G	1796	0.00028	1744	0.00026	1850	0.00019	1952	0.00018	2447	0.00022	1986	0.00020	2106	0.00022	2838	0.00028	2023	0.00024	1747	0.00019	4231	0.00041	1987	0.00036	4927	0.00055	1839	0.00019	3109	0.00053	1348	0.00014	834	0.00008	2569	0.00022	767	0.00007	1027	0.00008	1681	0.00016	1237	0.00022	779	0.00008	771	0.00009	658	0.00007	1245	0.00018	2251	0.00019	2529	0.00034	1738	0.00017	1684	0.00015	635	0.00007	0	0.00000	2989	0.00040
Spironucleus	39709	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000
Longpotamon	2011100	G	0	0.00000	0	0.00000	109	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	165	0.00002	0	0.00000	35	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	24	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	13	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	13	0.00000
Rhodoluna	529883	G	23	0.00000	0	0.00000	94	0.00001	144	0.00001	14	0.00000	10	0.00000	0	0.00000	22	0.00000	17	0.00000	65	0.00001	45	0.00000	20	0.00000	28	0.00000	156	0.00002	16	0.00000	106	0.00001	50	0.00000	43	0.00000	22	0.00000	181	0.00001	68	0.00001	50	0.00001	124	0.00001	104	0.00001	169	0.00002	28	0.00000	25	0.00000	15	0.00000	184	0.00002	1177	0.00011	312	0.00003	0	0.00000	0	0.00000
Nocardioides	1839	G	482	0.00008	462	0.00007	501	0.00005	902	0.00008	775	0.00007	590	0.00006	636	0.00007	821	0.00008	619	0.00007	450	0.00005	880	0.00009	787	0.00014	1886	0.00021	13530	0.00140	1130	0.00019	3979	0.00041	3634	0.00034	9088	0.00079	4509	0.00040	27760	0.00223	17222	0.00162	15438	0.00280	23888	0.00248	13742	0.00161	38640	0.00411	8895	0.00127	5047	0.00042	1433	0.00019	13176	0.00130	29952	0.00273	53551	0.00572	0	0.00000	821	0.00011
Microgadus	34822	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	88	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Senquatrovirus	2732989	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	362	0.00003	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanotorris	196119	G	13	0.00000	0	0.00000	0	0.00000	13	0.00000	16	0.00000	13	0.00000	19	0.00000	0	0.00000	14	0.00000	10	0.00000	15	0.00000	48	0.00001	26	0.00000	35	0.00000	21	0.00000	27	0.00000	26	0.00000	26	0.00000	10	0.00000	54	0.00000	44	0.00000	21	0.00000	227	0.00002	42	0.00000	56	0.00001	11	0.00000	118	0.00001	67	0.00001	42	0.00000	44	0.00000	33	0.00000	0	0.00000	14	0.00000
Ophioceres	1804723	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fasciola	6191	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gallibacterium	155493	G	0	0.00000	0	0.00000	13	0.00000	15	0.00000	23	0.00000	0	0.00000	11	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	14	0.00000	131	0.00001	21	0.00000	134	0.00001	150	0.00001	227	0.00002	241	0.00002	164	0.00001	48	0.00000	22	0.00000	90	0.00001	115	0.00001	67	0.00001	21	0.00000	116	0.00001	19	0.00000	66	0.00001	88	0.00001	283	0.00003	0	0.00000	0	0.00000
Salaquimonas	2712688	G	0	0.00000	0	0.00000	20	0.00000	20	0.00000	63	0.00001	19	0.00000	0	0.00000	71	0.00001	21	0.00000	13	0.00000	10	0.00000	56	0.00001	832	0.00009	124	0.00001	62	0.00001	78	0.00001	54	0.00001	124	0.00001	99	0.00001	919	0.00007	465	0.00004	267	0.00005	585	0.00006	227	0.00003	591	0.00006	60	0.00001	136	0.00001	18	0.00000	42	0.00000	283	0.00003	286	0.00003	0	0.00000	11	0.00000
Tachysurus	641818	G	1344	0.00021	1385	0.00021	1846	0.00019	1899	0.00017	2223	0.00020	1940	0.00019	1932	0.00021	2255	0.00023	1899	0.00022	1881	0.00020	1318	0.00013	1035	0.00019	1302	0.00014	476	0.00005	867	0.00015	601	0.00006	978	0.00009	1785	0.00015	432	0.00004	988	0.00008	1113	0.00010	702	0.00013	426	0.00004	632	0.00007	494	0.00005	454	0.00006	1518	0.00013	1511	0.00020	775	0.00008	1003	0.00009	503	0.00005	0	0.00000	1209	0.00016
Thiolapillus	1608298	G	10	0.00000	0	0.00000	0	0.00000	0	0.00000	10632	0.00096	12599	0.00125	10966	0.00117	0	0.00000	10	0.00000	14	0.00000	0	0.00000	13	0.00000	120	0.00001	63	0.00001	41	0.00001	70	0.00001	50	0.00000	255	0.00002	144	0.00001	190	0.00002	95	0.00001	66	0.00001	168	0.00002	85	0.00001	85	0.00001	22	0.00000	30	0.00000	20	0.00000	54	0.00001	409	0.00004	296	0.00003	0	0.00000	0	0.00000
Candidatus Hartigia	1449912	G	12	0.00000	20	0.00000	15	0.00000	13	0.00000	23	0.00000	32	0.00000	15	0.00000	27	0.00000	21	0.00000	10	0.00000	46	0.00000	0	0.00000	30	0.00000	46	0.00000	55	0.00001	80	0.00001	48	0.00000	43	0.00000	17	0.00000	134	0.00001	26	0.00000	12	0.00000	33	0.00000	26	0.00000	49	0.00001	22	0.00000	158	0.00001	18	0.00000	24	0.00000	40	0.00000	17	0.00000	0	0.00000	17	0.00000
Desulfocapsa	53318	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	10	0.00000	70	0.00001	10	0.00000	0	0.00000	17	0.00000	0	0.00000	13	0.00000	558	0.00006	308	0.00005	219	0.00002	30	0.00000	57	0.00000	26	0.00000	66	0.00001	42	0.00000	21	0.00000	81	0.00001	42	0.00000	55	0.00001	46	0.00001	101	0.00001	21	0.00000	26	0.00000	47	0.00000	16	0.00000	0	0.00000	10	0.00000
Periweissella	2930384	G	11	0.00000	10	0.00000	27	0.00000	19	0.00000	12	0.00000	0	0.00000	11	0.00000	14	0.00000	0	0.00000	21	0.00000	0	0.00000	25	0.00000	20	0.00000	136	0.00001	13	0.00000	107	0.00001	160	0.00001	100	0.00001	32	0.00000	97	0.00001	26	0.00000	23	0.00000	36	0.00000	44	0.00001	15	0.00000	12	0.00000	19	0.00000	12	0.00000	130	0.00001	312	0.00003	281	0.00003	0	0.00000	0	0.00000
Streptacidiphilus	228398	G	57	0.00001	48	0.00001	78	0.00001	134	0.00001	68	0.00001	66	0.00001	51	0.00001	86	0.00001	45	0.00001	62	0.00001	40	0.00000	52	0.00001	215	0.00002	324	0.00003	96	0.00002	143	0.00001	97	0.00001	451	0.00004	467	0.00004	1258	0.00010	1030	0.00010	600	0.00011	1187	0.00012	837	0.00010	1435	0.00015	281	0.00004	232	0.00002	102	0.00001	461	0.00005	932	0.00008	1275	0.00014	0	0.00000	41	0.00001
Scotophilus	153296	G	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cylindrocarpostylus	1196050	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Trachinotus	173330	G	306	0.00005	182	0.00003	276	0.00003	182	0.00002	180	0.00002	168	0.00002	397	0.00004	498	0.00005	1180	0.00014	450	0.00005	0	0.00000	0	0.00000	151	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	218	0.00002	0	0.00000	0	0.00000	482	0.00005	172	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	243	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	163	0.00002
Swertia	39241	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	320	0.00003	0	0.00000	992	0.00010	1304	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ceriodaphnia	77671	G	12	0.00000	11	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	15	0.00000	0	0.00000	21	0.00000	0	0.00000	40	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	68	0.00001	0	0.00000	0	0.00000	0	0.00000	15	0.00000	11	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cromeria	299316	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arenicola	6343	G	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xerophyta	90707	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00001	0	0.00000	0	0.00000	0	0.00000
Nuytsia	350432	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	83	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharothrix	2071	G	238	0.00004	324	0.00005	128	0.00001	202	0.00002	149	0.00001	110	0.00001	125	0.00001	146	0.00001	135	0.00002	83	0.00001	104	0.00001	240	0.00004	438	0.00005	759	0.00008	187	0.00003	234	0.00002	273	0.00003	905	0.00008	430	0.00004	3197	0.00026	2274	0.00021	1219	0.00022	2327	0.00024	1363	0.00016	2456	0.00026	662	0.00009	781	0.00007	174	0.00002	1309	0.00013	2154	0.00020	3265	0.00035	0	0.00000	196	0.00003
Rerduovirus	1982375	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhagonycha	41100	G	2477	0.00039	2577	0.00039	4490	0.00046	4777	0.00044	5285	0.00048	4617	0.00046	4237	0.00045	3098	0.00031	3459	0.00040	4013	0.00043	5582	0.00054	2761	0.00051	4256	0.00047	5853	0.00061	2361	0.00040	7003	0.00072	9491	0.00088	3681	0.00032	964	0.00009	4053	0.00033	2085	0.00020	1226	0.00022	3269	0.00034	2093	0.00025	2157	0.00023	5337	0.00076	2793	0.00023	2080	0.00028	3381	0.00033	3401	0.00031	1522	0.00016	0	0.00000	2484	0.00033
Ficus	319808	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	120	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Urechis	6430	G	265	0.00004	244	0.00004	183	0.00002	246	0.00002	275	0.00002	207	0.00002	256	0.00003	271	0.00003	160	0.00002	158	0.00002	173	0.00002	79	0.00001	240	0.00003	413	0.00004	126	0.00002	127	0.00001	137	0.00001	61	0.00001	0	0.00000	94	0.00001	82	0.00001	43	0.00001	0	0.00000	109	0.00001	45	0.00000	58	0.00001	74	0.00001	131	0.00002	67	0.00001	135	0.00001	83	0.00001	0	0.00000	137	0.00002
Yarrowia	4951	G	148	0.00002	179	0.00003	151	0.00002	150	0.00001	296	0.00003	214	0.00002	174	0.00002	212	0.00002	181	0.00002	131	0.00001	138	0.00001	102	0.00002	284	0.00003	227	0.00002	174	0.00003	155	0.00002	272	0.00003	207	0.00002	60	0.00001	244	0.00002	163	0.00002	136	0.00002	196	0.00002	168	0.00002	150	0.00002	142	0.00002	108	0.00001	145	0.00002	117	0.00001	202	0.00002	85	0.00001	0	0.00000	135	0.00002
Birrima	1513551	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	115	0.00001	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ectopsocus	239222	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	270	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cafeteriavirus	1513234	G	51	0.00001	0	0.00000	0	0.00000	0	0.00000	98	0.00001	77	0.00001	127	0.00001	182	0.00002	0	0.00000	0	0.00000	595	0.00006	0	0.00000	0	0.00000	177	0.00002	0	0.00000	102	0.00001	13	0.00000	107	0.00001	0	0.00000	0	0.00000	0	0.00000	39	0.00001	543	0.00006	81	0.00001	93	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Betainfluenzavirus	197912	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hemisphaerius	130604	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	119	0.00001	0	0.00000	41	0.00000	255	0.00002	0	0.00000	0	0.00000	38	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bythograea	118380	G	701	0.00011	1156	0.00017	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	574	0.00008	117	0.00001	102	0.00001	85	0.00001	69	0.00001	0	0.00000	0	0.00000	138	0.00002
Pogona	52201	G	746	0.00012	771	0.00012	917	0.00009	967	0.00009	2850	0.00026	3488	0.00035	2796	0.00030	1059	0.00011	1008	0.00012	924	0.00010	630	0.00006	506	0.00009	897	0.00010	1073	0.00011	605	0.00010	1609	0.00016	1340	0.00012	973	0.00008	290	0.00003	559	0.00004	724	0.00007	451	0.00008	307	0.00003	323	0.00004	394	0.00004	509	0.00007	878	0.00007	1129	0.00015	682	0.00007	735	0.00007	469	0.00005	0	0.00000	653	0.00009
Spirosoma	107	G	325	0.00005	353	0.00005	469	0.00005	507	0.00005	538	0.00005	433	0.00004	378	0.00004	487	0.00005	494	0.00006	1131	0.00012	686	0.00007	467	0.00009	1413	0.00016	4043	0.00042	1023	0.00018	1778	0.00018	3588	0.00033	5315	0.00046	927	0.00008	8182	0.00066	2616	0.00025	896	0.00016	4003	0.00041	5203	0.00061	4807	0.00051	2418	0.00035	885	0.00007	571	0.00008	1330	0.00013	1924	0.00018	1064	0.00011	0	0.00000	337	0.00004
Adiantum	13817	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	24	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oricola	1594166	G	10	0.00000	0	0.00000	11	0.00000	34	0.00000	34	0.00000	31	0.00000	18	0.00000	38	0.00000	12	0.00000	19	0.00000	18	0.00000	20	0.00000	186	0.00002	178	0.00002	58	0.00001	119	0.00001	42	0.00000	338	0.00003	228	0.00002	1048	0.00008	1551	0.00015	347	0.00006	891	0.00009	388	0.00005	925	0.00010	134	0.00002	245	0.00002	19	0.00000	97	0.00001	521	0.00005	436	0.00005	0	0.00000	12	0.00000
Duganella	75654	G	34	0.00001	33	0.00000	33	0.00000	52	0.00000	114	0.00001	99	0.00001	134	0.00001	52	0.00001	40	0.00000	48	0.00001	44	0.00000	73	0.00001	224	0.00002	183	0.00002	116	0.00002	58	0.00001	60	0.00001	233	0.00002	103	0.00001	665	0.00005	549	0.00005	231	0.00004	426	0.00004	323	0.00004	494	0.00005	185	0.00003	510	0.00004	74	0.00001	534	0.00005	473	0.00004	1338	0.00014	0	0.00000	30	0.00000
Myathropa	2714348	G	1246	0.00020	1322	0.00020	1335	0.00014	1476	0.00013	2315	0.00021	2112	0.00021	2002	0.00021	1633	0.00016	1212	0.00014	1852	0.00020	1769	0.00017	629	0.00012	1258	0.00014	887	0.00009	743	0.00013	796	0.00008	1748	0.00016	2252	0.00019	515	0.00005	1239	0.00010	1059	0.00010	644	0.00012	800	0.00008	696	0.00008	613	0.00007	446	0.00006	1031	0.00009	1206	0.00016	691	0.00007	1065	0.00010	568	0.00006	0	0.00000	1108	0.00015
Forcipomyia	209700	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Timquatrovirus	1623306	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	13	0.00000	10	0.00000	10	0.00000	14	0.00000	0	0.00000	36	0.00000	16	0.00000	101	0.00001	48	0.00000	35	0.00001	38	0.00000	36	0.00000	55	0.00001	11	0.00000	29	0.00000	0	0.00000	21	0.00000	645	0.00006	80	0.00001	0	0.00000	0	0.00000
Naumovozyma	278028	G	674	0.00011	904	0.00014	424	0.00004	459	0.00004	294	0.00003	205	0.00002	223	0.00002	302	0.00003	313	0.00004	450	0.00005	365	0.00004	160	0.00003	254	0.00003	639	0.00007	156	0.00003	403	0.00004	653	0.00006	414	0.00004	115	0.00001	365	0.00003	244	0.00002	160	0.00003	209	0.00002	244	0.00003	219	0.00002	207	0.00003	204	0.00002	252	0.00003	259	0.00003	543	0.00005	196	0.00002	0	0.00000	156	0.00002
Saccharomycodes	36034	G	109	0.00002	130	0.00002	95	0.00001	84	0.00001	167	0.00002	163	0.00002	188	0.00002	157	0.00002	146	0.00002	107	0.00001	107	0.00001	121	0.00002	125	0.00001	293	0.00003	233	0.00004	249	0.00003	489	0.00005	240	0.00002	53	0.00000	225	0.00002	117	0.00001	87	0.00002	458	0.00005	235	0.00003	146	0.00002	134	0.00002	134	0.00001	126	0.00002	181	0.00002	184	0.00002	161	0.00002	0	0.00000	158	0.00002
Jeotgalicoccus	227979	G	16	0.00000	15	0.00000	17	0.00000	23	0.00000	26	0.00000	17	0.00000	19	0.00000	19	0.00000	18	0.00000	16	0.00000	29	0.00000	22	0.00000	46	0.00001	205	0.00002	51	0.00001	224	0.00002	160	0.00001	256	0.00002	117	0.00001	313	0.00003	197	0.00002	42	0.00001	619	0.00006	268	0.00003	281	0.00003	323	0.00005	369	0.00003	89	0.00001	447	0.00004	549	0.00005	197	0.00002	0	0.00000	15	0.00000
Lutzomyia	7199	G	0	0.00000	0	0.00000	0	0.00000	161	0.00001	127	0.00001	118	0.00001	125	0.00001	34	0.00000	240	0.00003	0	0.00000	22	0.00000	64	0.00001	31	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	57	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tragelaphus	9944	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	173	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
